utc_timestamp,FR_windspeed_10m,FR_temperature,FR_radiation_direct_horizontal,FR_radiation_diffuse_horizontal
2013-01-01T00:00:00Z,6.65,6.238,0,0
2013-01-01T01:00:00Z,6.21,6.245,0,0
2013-01-01T02:00:00Z,5.89,6.263,0,0
2013-01-01T03:00:00Z,5.56,6.26,0,0
2013-01-01T04:00:00Z,5.27,6.208,0,0
2013-01-01T05:00:00Z,5.13,6.129,0,0
2013-01-01T06:00:00Z,5.21,6.078,2.57E-05,0.000874252
2013-01-01T07:00:00Z,5.26,6.021,0.054437742,2.425462258
2013-01-01T08:00:00Z,5.26,6.151,0.865540129,27.46665987
2013-01-01T09:00:00Z,5.27,6.55,4.277068161,74.82633184
2013-01-01T10:00:00Z,5.3,7.057,11.12661029,119.3819897
2013-01-01T11:00:00Z,5.48,7.486,19.22334164,146.7127584
2013-01-01T12:00:00Z,5.41,7.679,19.86841326,145.0263867
2013-01-01T13:00:00Z,4.98,7.604,13.10228873,117.5285113
2013-01-01T14:00:00Z,4.11,7.176,5.309235221,71.06376478
2013-01-01T15:00:00Z,3.41,6.082,1.107242322,22.56085768
2013-01-01T16:00:00Z,3.42,5.112,0.015926337,0.486573663
2013-01-01T17:00:00Z,3.52,4.828,0,0
2013-01-01T18:00:00Z,3.58,4.582,0,0
2013-01-01T19:00:00Z,3.63,4.357,0,0
2013-01-01T20:00:00Z,3.75,4.178,0,0
2013-01-01T21:00:00Z,3.74,3.939,0,0
2013-01-01T22:00:00Z,3.77,3.734,0,0
2013-01-01T23:00:00Z,3.8,3.6,0,0
2013-01-02T00:00:00Z,3.78,3.48,0,0
2013-01-02T01:00:00Z,3.72,3.411,0,0
2013-01-02T02:00:00Z,3.68,3.298,0,0
2013-01-02T03:00:00Z,3.64,3.057,0,0
2013-01-02T04:00:00Z,3.62,2.799,0,0
2013-01-02T05:00:00Z,3.58,2.688,0,0
2013-01-02T06:00:00Z,3.48,2.663,4.72E-06,0.000295279
2013-01-02T07:00:00Z,3.41,2.728,0.277629786,4.576670214
2013-01-02T08:00:00Z,3.61,3.308,3.611743577,41.72875642
2013-01-02T09:00:00Z,3.76,4.255,13.7352338,94.8345662
2013-01-02T10:00:00Z,3.86,5.248,36.46103886,139.1860611
2013-01-02T11:00:00Z,4.11,6.279,65.58704939,157.5745506
2013-01-02T12:00:00Z,4.36,6.958,76.381693,152.662707
2013-01-02T13:00:00Z,4.29,7.156,55.87310361,131.3393964
2013-01-02T14:00:00Z,3.68,6.805,23.93941051,89.60308949
2013-01-02T15:00:00Z,3.28,5.599,3.785407758,29.92669224
2013-01-02T16:00:00Z,3.5,4.489,0.038026353,0.632773647
2013-01-02T17:00:00Z,3.7,4.223,0,0
2013-01-02T18:00:00Z,3.85,4.117,0,0
2013-01-02T19:00:00Z,4.01,4.031,0,0
2013-01-02T20:00:00Z,4.16,3.98,0,0
2013-01-02T21:00:00Z,4.28,4.004,0,0
2013-01-02T22:00:00Z,4.29,4.032,0,0
2013-01-02T23:00:00Z,4.24,4.062,0,0
2013-01-03T00:00:00Z,4.14,4.108,0,0
2013-01-03T01:00:00Z,4.09,4.207,0,0
2013-01-03T02:00:00Z,3.98,4.282,0,0
2013-01-03T03:00:00Z,3.92,4.281,0,0
2013-01-03T04:00:00Z,3.87,4.297,0,0
2013-01-03T05:00:00Z,3.8,4.343,0,0
2013-01-03T06:00:00Z,3.74,4.424,1.68E-05,0.000683165
2013-01-03T07:00:00Z,3.65,4.56,0.593688418,5.796411582
2013-01-03T08:00:00Z,3.77,5.378,6.758895523,48.96230448
2013-01-03T09:00:00Z,3.88,6.497,21.57932856,103.4044714
2013-01-03T10:00:00Z,3.78,7.53,38.99088002,142.02742
2013-01-03T11:00:00Z,3.85,8.394,43.21269952,158.2467005
2013-01-03T12:00:00Z,3.82,8.886,36.12386879,153.4587312
2013-01-03T13:00:00Z,3.66,9,20.29343039,123.7315696
2013-01-03T14:00:00Z,3.25,8.716,8.191205495,76.89029451
2013-01-03T15:00:00Z,2.85,7.89,1.711726738,25.16027326
2013-01-03T16:00:00Z,2.98,7.054,0.032042249,0.644257751
2013-01-03T17:00:00Z,3.15,6.838,0,0
2013-01-03T18:00:00Z,3.19,6.684,0,0
2013-01-03T19:00:00Z,3.17,6.558,0,0
2013-01-03T20:00:00Z,3.15,6.465,0,0
2013-01-03T21:00:00Z,3.13,6.436,0,0
2013-01-03T22:00:00Z,3.07,6.422,0,0
2013-01-03T23:00:00Z,3.04,6.44,0,0
2013-01-04T00:00:00Z,2.98,6.457,0,0
2013-01-04T01:00:00Z,2.94,6.453,0,0
2013-01-04T02:00:00Z,2.87,6.408,0,0
2013-01-04T03:00:00Z,2.89,6.347,0,0
2013-01-04T04:00:00Z,2.91,6.281,0,0
2013-01-04T05:00:00Z,2.91,6.262,0,0
2013-01-04T06:00:00Z,2.93,6.265,9.19E-05,0.001708143
2013-01-04T07:00:00Z,2.96,6.316,0.209452004,4.394947996
2013-01-04T08:00:00Z,3.17,6.85,1.877451165,36.42714884
2013-01-04T09:00:00Z,3.43,7.649,5.826507408,81.63079259
2013-01-04T10:00:00Z,3.59,8.408,11.08537678,118.8350232
2013-01-04T11:00:00Z,3.72,8.95,17.15862831,143.2260717
2013-01-04T12:00:00Z,3.63,9.242,17.91026506,142.0085349
2013-01-04T13:00:00Z,3.41,9.282,13.39147248,118.0891275
2013-01-04T14:00:00Z,2.98,9.018,6.486043655,75.16415635
2013-01-04T15:00:00Z,2.5,8.281,1.523871627,25.27932837
2013-01-04T16:00:00Z,2.61,7.483,0.035814791,0.720885209
2013-01-04T17:00:00Z,2.8,7.209,0,0
2013-01-04T18:00:00Z,2.87,7.006,0,0
2013-01-04T19:00:00Z,2.92,6.864,0,0
2013-01-04T20:00:00Z,2.93,6.75,0,0
2013-01-04T21:00:00Z,2.88,6.662,0,0
2013-01-04T22:00:00Z,2.81,6.602,0,0
2013-01-04T23:00:00Z,2.79,6.545,0,0
2013-01-05T00:00:00Z,2.76,6.488,0,0
2013-01-05T01:00:00Z,2.76,6.443,0,0
2013-01-05T02:00:00Z,2.76,6.38,0,0
2013-01-05T03:00:00Z,2.79,6.283,0,0
2013-01-05T04:00:00Z,2.82,6.155,0,0
2013-01-05T05:00:00Z,2.83,6.012,0,0
2013-01-05T06:00:00Z,2.83,5.943,0.000110328,0.001889672
2013-01-05T07:00:00Z,2.89,5.941,0.398904721,5.392295279
2013-01-05T08:00:00Z,3.27,6.503,3.407293957,42.53710604
2013-01-05T09:00:00Z,3.68,7.22,10.88509608,93.11670392
2013-01-05T10:00:00Z,3.83,7.854,21.55671498,133.255685
2013-01-05T11:00:00Z,3.87,8.343,33.41054156,156.1180584
2013-01-05T12:00:00Z,3.8,8.668,37.39533913,155.1334609
2013-01-05T13:00:00Z,3.67,8.757,29.76988307,131.6174169
2013-01-05T14:00:00Z,3.36,8.472,15.08695874,87.55634126
2013-01-05T15:00:00Z,2.76,7.582,3.231360635,30.51493936
2013-01-05T16:00:00Z,2.72,6.627,0.048103071,0.787196929
2013-01-05T17:00:00Z,2.84,6.365,0,0
2013-01-05T18:00:00Z,2.88,6.17,0,0
2013-01-05T19:00:00Z,2.85,6.009,0,0
2013-01-05T20:00:00Z,2.8,5.895,0,0
2013-01-05T21:00:00Z,2.81,5.823,0,0
2013-01-05T22:00:00Z,2.81,5.764,0,0
2013-01-05T23:00:00Z,2.8,5.661,0,0
2013-01-06T00:00:00Z,2.75,5.562,0,0
2013-01-06T01:00:00Z,2.72,5.47,0,0
2013-01-06T02:00:00Z,2.74,5.387,0,0
2013-01-06T03:00:00Z,2.67,5.29,0,0
2013-01-06T04:00:00Z,2.63,5.145,0,0
2013-01-06T05:00:00Z,2.73,5.031,0,0
2013-01-06T06:00:00Z,2.77,4.946,0.000146514,0.002253486
2013-01-06T07:00:00Z,2.67,4.898,0.538806871,6.052593129
2013-01-06T08:00:00Z,2.82,5.403,3.960665797,44.8573342
2013-01-06T09:00:00Z,2.88,6.146,10.88673584,93.86946416
2013-01-06T10:00:00Z,2.81,6.916,20.16350082,133.1787992
2013-01-06T11:00:00Z,2.85,7.519,25.70378564,151.5909144
2013-01-06T12:00:00Z,2.89,7.891,27.28864793,150.3643521
2013-01-06T13:00:00Z,2.84,8.023,24.18767987,129.6287201
2013-01-06T14:00:00Z,2.63,7.792,13.15403356,86.75556644
2013-01-06T15:00:00Z,2.21,6.998,2.73257146,29.81372854
2013-01-06T16:00:00Z,2.08,6.122,0.050014058,0.843085942
2013-01-06T17:00:00Z,2.15,5.797,0,0
2013-01-06T18:00:00Z,2.25,5.558,0,0
2013-01-06T19:00:00Z,2.33,5.387,0,0
2013-01-06T20:00:00Z,2.4,5.187,0,0
2013-01-06T21:00:00Z,2.43,5.014,0,0
2013-01-06T22:00:00Z,2.43,4.873,0,0
2013-01-06T23:00:00Z,2.41,4.784,0,0
2013-01-07T00:00:00Z,2.39,4.685,0,0
2013-01-07T01:00:00Z,2.35,4.591,0,0
2013-01-07T02:00:00Z,2.3,4.481,0,0
2013-01-07T03:00:00Z,2.26,4.304,0,0
2013-01-07T04:00:00Z,2.21,4.103,0,0
2013-01-07T05:00:00Z,2.19,3.922,0,0
2013-01-07T06:00:00Z,2.25,3.728,0.000174116,0.002425884
2013-01-07T07:00:00Z,2.39,3.597,0.946959887,6.791440113
2013-01-07T08:00:00Z,2.75,4.237,9.779480257,52.27811974
2013-01-07T09:00:00Z,3.17,5.154,35.05623921,106.3486608
2013-01-07T10:00:00Z,3.27,6.004,67.3242353,139.4457647
2013-01-07T11:00:00Z,3.08,6.758,93.17646108,151.5105389
2013-01-07T12:00:00Z,2.78,7.298,99.80299343,146.0544066
2013-01-07T13:00:00Z,2.5,7.521,81.71145412,126.2235459
2013-01-07T14:00:00Z,2.22,7.257,42.13561004,91.19318996
2013-01-07T15:00:00Z,1.87,5.955,8.065171169,35.71192883
2013-01-07T16:00:00Z,1.98,4.551,0.072962771,0.911637229
2013-01-07T17:00:00Z,2.08,3.977,0,0
2013-01-07T18:00:00Z,2.13,3.618,0,0
2013-01-07T19:00:00Z,2.15,3.354,0,0
2013-01-07T20:00:00Z,2.13,3.158,0,0
2013-01-07T21:00:00Z,2.16,3.072,0,0
2013-01-07T22:00:00Z,2.18,2.995,0,0
2013-01-07T23:00:00Z,2.17,2.882,0,0
2013-01-08T00:00:00Z,2.1,2.678,0,0
2013-01-08T01:00:00Z,2.03,2.562,0,0
2013-01-08T02:00:00Z,2.04,2.491,0,0
2013-01-08T03:00:00Z,2.03,2.319,0,0
2013-01-08T04:00:00Z,1.99,2.112,0,0
2013-01-08T05:00:00Z,1.99,1.967,0,0
2013-01-08T06:00:00Z,2.01,1.878,0.00029193,0.00310807
2013-01-08T07:00:00Z,2.03,1.886,1.212958287,7.369941713
2013-01-08T08:00:00Z,2.29,2.626,11.68681595,54.65718405
2013-01-08T09:00:00Z,2.4,3.579,33.553834,107.256966
2013-01-08T10:00:00Z,2.35,4.397,57.12872072,141.9268793
2013-01-08T11:00:00Z,2.36,5.117,75.00676379,156.9218362
2013-01-08T12:00:00Z,2.38,5.671,80.66632561,152.6689744
2013-01-08T13:00:00Z,2.36,5.9,66.80109461,131.4326054
2013-01-08T14:00:00Z,2.25,5.642,34.36791821,93.00808179
2013-01-08T15:00:00Z,2.01,4.628,6.972753528,35.81894647
2013-01-08T16:00:00Z,2.03,3.524,0.08115696,1.00244304
2013-01-08T17:00:00Z,2.17,3.097,0,0
2013-01-08T18:00:00Z,2.25,2.807,0,0
2013-01-08T19:00:00Z,2.29,2.589,0,0
2013-01-08T20:00:00Z,2.3,2.425,0,0
2013-01-08T21:00:00Z,2.29,2.336,0,0
2013-01-08T22:00:00Z,2.28,2.255,0,0
2013-01-08T23:00:00Z,2.31,2.219,0,0
2013-01-09T00:00:00Z,2.3,2.181,0,0
2013-01-09T01:00:00Z,2.32,2.123,0,0
2013-01-09T02:00:00Z,2.39,2.047,0,0
2013-01-09T03:00:00Z,2.52,1.965,0,0
2013-01-09T04:00:00Z,2.65,1.882,0,0
2013-01-09T05:00:00Z,2.7,1.796,0,0
2013-01-09T06:00:00Z,2.73,1.713,4.66E-05,0.001753422
2013-01-09T07:00:00Z,2.79,1.723,0.607495143,7.081704857
2013-01-09T08:00:00Z,2.99,2.262,4.94736197,49.65813803
2013-01-09T09:00:00Z,3,3.068,13.23081922,100.6709808
2013-01-09T10:00:00Z,2.92,3.942,24.23739725,140.6935028
2013-01-09T11:00:00Z,2.83,4.717,32.54719779,160.9755022
2013-01-09T12:00:00Z,2.73,5.275,31.28583953,157.6471605
2013-01-09T13:00:00Z,2.58,5.502,20.19850124,129.8214988
2013-01-09T14:00:00Z,2.29,5.3,7.679545395,80.3380546
2013-01-09T15:00:00Z,1.86,4.51,1.292836842,25.63806316
2013-01-09T16:00:00Z,1.83,3.819,0.021373991,0.718626009
2013-01-09T17:00:00Z,1.91,3.612,0,0
2013-01-09T18:00:00Z,1.92,3.458,0,0
2013-01-09T19:00:00Z,1.97,3.318,0,0
2013-01-09T20:00:00Z,2.01,3.21,0,0
2013-01-09T21:00:00Z,2.04,3.194,0,0
2013-01-09T22:00:00Z,2.06,3.226,0,0
2013-01-09T23:00:00Z,2.08,3.222,0,0
2013-01-10T00:00:00Z,2.1,3.195,0,0
2013-01-10T01:00:00Z,2.16,3.179,0,0
2013-01-10T02:00:00Z,2.25,3.167,0,0
2013-01-10T03:00:00Z,2.41,3.141,0,0
2013-01-10T04:00:00Z,2.56,3.114,0,0
2013-01-10T05:00:00Z,2.67,3.094,0,0
2013-01-10T06:00:00Z,2.8,3.094,8.45E-06,0.000691545
2013-01-10T07:00:00Z,2.92,3.15,0.204458044,5.438841956
2013-01-10T08:00:00Z,3.19,3.713,1.783955232,38.76794477
2013-01-10T09:00:00Z,3.6,4.572,5.359673221,84.03742678
2013-01-10T10:00:00Z,3.84,5.416,10.19286377,122.1799362
2013-01-10T11:00:00Z,4.01,6.126,13.47556383,141.6254362
2013-01-10T12:00:00Z,4.06,6.644,13.97915814,140.8366419
2013-01-10T13:00:00Z,4,6.897,10.90761243,118.4283876
2013-01-10T14:00:00Z,3.64,6.752,5.590269826,76.72953017
2013-01-10T15:00:00Z,3.31,6.058,1.575297064,28.61240294
2013-01-10T16:00:00Z,3.43,5.362,0.042360109,1.026839891
2013-01-10T17:00:00Z,3.68,5.27,0,0
2013-01-10T18:00:00Z,3.8,5.198,0,0
2013-01-10T19:00:00Z,3.92,5.118,0,0
2013-01-10T20:00:00Z,4.1,4.964,0,0
2013-01-10T21:00:00Z,4.22,4.738,0,0
2013-01-10T22:00:00Z,4.31,4.528,0,0
2013-01-10T23:00:00Z,4.43,4.368,0,0
2013-01-11T00:00:00Z,4.62,4.234,0,0
2013-01-11T01:00:00Z,4.78,4.063,0,0
2013-01-11T02:00:00Z,4.86,3.895,0,0
2013-01-11T03:00:00Z,5,3.772,0,0
2013-01-11T04:00:00Z,5.02,3.61,0,0
2013-01-11T05:00:00Z,4.86,3.383,0,0
2013-01-11T06:00:00Z,4.59,3.103,0.00019609,0.00370391
2013-01-11T07:00:00Z,4.29,2.907,0.514630965,6.725569035
2013-01-11T08:00:00Z,4.3,3.683,7.440759284,53.65464072
2013-01-11T09:00:00Z,4.36,4.735,27.22103889,109.6626611
2013-01-11T10:00:00Z,4.28,5.601,53.90112635,146.3572736
2013-01-11T11:00:00Z,4.35,6.286,84.90837996,160.51282
2013-01-11T12:00:00Z,4.34,6.666,92.19156983,155.1334302
2013-01-11T13:00:00Z,4.17,6.743,71.04290535,135.4552947
2013-01-11T14:00:00Z,3.49,6.406,31.11482668,96.57047332
2013-01-11T15:00:00Z,2.71,5.086,6.041411478,37.45068852
2013-01-11T16:00:00Z,2.83,3.703,0.098301918,1.275598082
2013-01-11T17:00:00Z,2.87,3.271,0,0
2013-01-11T18:00:00Z,2.9,2.937,0,0
2013-01-11T19:00:00Z,2.9,2.616,0,0
2013-01-11T20:00:00Z,2.87,2.337,0,0
2013-01-11T21:00:00Z,2.84,2.101,0,0
2013-01-11T22:00:00Z,2.86,1.918,0,0
2013-01-11T23:00:00Z,3,1.728,0,0
2013-01-12T00:00:00Z,3.24,1.559,0,0
2013-01-12T01:00:00Z,3.54,1.554,0,0
2013-01-12T02:00:00Z,3.71,1.42,0,0
2013-01-12T03:00:00Z,3.78,1.33,0,0
2013-01-12T04:00:00Z,3.83,1.317,0,0
2013-01-12T05:00:00Z,3.85,1.347,0,0
2013-01-12T06:00:00Z,3.84,1.442,0.000305806,0.005094194
2013-01-12T07:00:00Z,3.89,1.608,0.511391204,7.470808796
2013-01-12T08:00:00Z,4.07,2.377,3.567319476,48.43308052
2013-01-12T09:00:00Z,4.1,3.309,8.971791045,96.66710895
2013-01-12T10:00:00Z,4.09,4.19,13.47607238,130.6008276
2013-01-12T11:00:00Z,4.14,4.859,15.48085287,146.4253471
2013-01-12T12:00:00Z,4.13,5.225,13.83810357,141.1429964
2013-01-12T13:00:00Z,3.95,5.243,8.320032839,111.0781672
2013-01-12T14:00:00Z,3.48,4.922,3.48401574,67.47738426
2013-01-12T15:00:00Z,3.08,4.139,0.817698847,23.51130115
2013-01-12T16:00:00Z,3.06,3.355,0.020748977,0.845251023
2013-01-12T17:00:00Z,3.01,3.125,0,0
2013-01-12T18:00:00Z,2.86,2.979,0,0
2013-01-12T19:00:00Z,2.71,2.848,0,0
2013-01-12T20:00:00Z,2.57,2.728,0,0
2013-01-12T21:00:00Z,2.38,2.652,0,0
2013-01-12T22:00:00Z,2.19,2.6,0,0
2013-01-12T23:00:00Z,2.05,2.521,0,0
2013-01-13T00:00:00Z,1.98,2.402,0,0
2013-01-13T01:00:00Z,2.02,2.276,0,0
2013-01-13T02:00:00Z,2.12,2.135,0,0
2013-01-13T03:00:00Z,2.19,1.963,0,0
2013-01-13T04:00:00Z,2.29,1.755,0,0
2013-01-13T05:00:00Z,2.44,1.562,0,0
2013-01-13T06:00:00Z,2.56,1.405,3.21E-05,0.001967926
2013-01-13T07:00:00Z,2.66,1.366,0.17699246,5.43630754
2013-01-13T08:00:00Z,2.94,1.928,2.372761676,43.65563832
2013-01-13T09:00:00Z,3.07,2.648,7.89878267,93.92121733
2013-01-13T10:00:00Z,3.13,3.357,16.74437099,137.399029
2013-01-13T11:00:00Z,3.36,3.888,22.66057426,157.9936257
2013-01-13T12:00:00Z,3.83,4.185,24.39608556,157.6908144
2013-01-13T13:00:00Z,4.31,4.19,19.46473877,134.1353612
2013-01-13T14:00:00Z,4.5,3.827,10.06166683,89.78673317
2013-01-13T15:00:00Z,4.12,2.883,2.016578578,31.97952142
2013-01-13T16:00:00Z,4.18,1.8,0.041826458,1.161573542
2013-01-13T17:00:00Z,4.45,1.336,0,0
2013-01-13T18:00:00Z,4.43,0.901,0,0
2013-01-13T19:00:00Z,4.34,0.472,0,0
2013-01-13T20:00:00Z,4.2,0.049,0,0
2013-01-13T21:00:00Z,4.01,-0.363,0,0
2013-01-13T22:00:00Z,3.85,-0.773,0,0
2013-01-13T23:00:00Z,3.78,-1.124,0,0
2013-01-14T00:00:00Z,3.76,-1.384,0,0
2013-01-14T01:00:00Z,3.74,-1.567,0,0
2013-01-14T02:00:00Z,3.64,-1.762,0,0
2013-01-14T03:00:00Z,3.6,-1.871,0,0
2013-01-14T04:00:00Z,3.54,-1.911,0,0
2013-01-14T05:00:00Z,3.33,-1.954,0,0
2013-01-14T06:00:00Z,3.11,-1.963,0.000207248,0.004792752
2013-01-14T07:00:00Z,3.04,-1.895,0.898164318,8.819135682
2013-01-14T08:00:00Z,3.23,-1.226,12.24545848,61.02564152
2013-01-14T09:00:00Z,3.32,-0.133,42.46222191,115.7594781
2013-01-14T10:00:00Z,3.5,0.834,72.67611689,148.8212831
2013-01-14T11:00:00Z,3.85,1.514,90.35361549,163.2825845
2013-01-14T12:00:00Z,4.28,1.902,85.66314449,160.9689555
2013-01-14T13:00:00Z,4.66,1.999,59.68767714,140.9961229
2013-01-14T14:00:00Z,4.73,1.725,27.05765914,99.73084086
2013-01-14T15:00:00Z,4.33,0.672,4.458068682,37.88713132
2013-01-14T16:00:00Z,4.69,-0.382,0.045768477,1.141031523
2013-01-14T17:00:00Z,5.25,-0.535,0,0
2013-01-14T18:00:00Z,5.51,-0.627,0,0
2013-01-14T19:00:00Z,5.63,-0.734,0,0
2013-01-14T20:00:00Z,5.71,-0.775,0,0
2013-01-14T21:00:00Z,5.63,-0.68,0,0
2013-01-14T22:00:00Z,5.4,-0.477,0,0
2013-01-14T23:00:00Z,5.16,-0.268,0,0
2013-01-15T00:00:00Z,4.96,-0.169,0,0
2013-01-15T01:00:00Z,4.83,-0.106,0,0
2013-01-15T02:00:00Z,4.79,-0.017,0,0
2013-01-15T03:00:00Z,4.8,0.135,0,0
2013-01-15T04:00:00Z,4.74,0.182,0,0
2013-01-15T05:00:00Z,4.73,0.152,0,0
2013-01-15T06:00:00Z,4.76,0.262,0.000370932,0.007329068
2013-01-15T07:00:00Z,4.63,0.358,0.145222683,4.871177317
2013-01-15T08:00:00Z,4.75,0.821,2.223255574,42.26754443
2013-01-15T09:00:00Z,5.04,1.492,10.75366146,100.1169385
2013-01-15T10:00:00Z,5.56,2.138,26.48523322,146.5667668
2013-01-15T11:00:00Z,6.19,2.585,44.23368389,170.3790161
2013-01-15T12:00:00Z,6.49,2.756,51.56000766,168.2898923
2013-01-15T13:00:00Z,6.5,2.746,50.23671631,146.2789837
2013-01-15T14:00:00Z,5.98,2.414,28.76198424,103.7023158
2013-01-15T15:00:00Z,4.92,1.443,5.898450378,41.77804962
2013-01-15T16:00:00Z,4.13,-0.002,0.102472039,1.686227961
2013-01-15T17:00:00Z,3.86,-0.619,0,0
2013-01-15T18:00:00Z,3.63,-0.925,0,0
2013-01-15T19:00:00Z,3.42,-1.006,0,0
2013-01-15T20:00:00Z,3.14,-1.003,0,0
2013-01-15T21:00:00Z,2.91,-1.068,0,0
2013-01-15T22:00:00Z,2.84,-1.148,0,0
2013-01-15T23:00:00Z,2.86,-1.295,0,0
2013-01-16T00:00:00Z,2.94,-1.44,0,0
2013-01-16T01:00:00Z,3.04,-1.618,0,0
2013-01-16T02:00:00Z,3.13,-1.844,0,0
2013-01-16T03:00:00Z,3.25,-2.133,0,0
2013-01-16T04:00:00Z,3.34,-2.436,0,0
2013-01-16T05:00:00Z,3.44,-2.686,0,0
2013-01-16T06:00:00Z,3.49,-2.884,0.000403066,0.007496934
2013-01-16T07:00:00Z,3.56,-2.975,0.97786708,9.59623292
2013-01-16T08:00:00Z,3.87,-2.314,12.47879298,62.51370702
2013-01-16T09:00:00Z,4.04,-1.222,45.89451942,117.2091806
2013-01-16T10:00:00Z,4.41,-0.131,82.07686379,148.5097362
2013-01-16T11:00:00Z,4.61,0.529,102.4006856,161.3184144
2013-01-16T12:00:00Z,4.69,0.879,105.1928664,157.0713336
2013-01-16T13:00:00Z,4.69,0.899,85.10961957,137.5418804
2013-01-16T14:00:00Z,4.45,0.474,44.34447461,102.2108254
2013-01-16T15:00:00Z,3.68,-0.954,7.758593849,43.51600615
2013-01-16T16:00:00Z,3.55,-2.681,0.072183238,1.477416762
2013-01-16T17:00:00Z,3.74,-3.222,0,0
2013-01-16T18:00:00Z,3.85,-3.598,0,0
2013-01-16T19:00:00Z,3.87,-4.034,0,0
2013-01-16T20:00:00Z,3.95,-4.357,0,0
2013-01-16T21:00:00Z,3.88,-4.594,0,0
2013-01-16T22:00:00Z,3.73,-4.833,0,0
2013-01-16T23:00:00Z,3.63,-5.025,0,0
2013-01-17T00:00:00Z,3.58,-5.151,0,0
2013-01-17T01:00:00Z,3.6,-5.21,0,0
2013-01-17T02:00:00Z,3.65,-5.27,0,0
2013-01-17T03:00:00Z,3.72,-5.323,0,0
2013-01-17T04:00:00Z,3.74,-5.402,0,0
2013-01-17T05:00:00Z,3.75,-5.461,0,0
2013-01-17T06:00:00Z,3.7,-5.529,0.002086418,0.012713582
2013-01-17T07:00:00Z,3.61,-5.484,2.821456253,11.42144375
2013-01-17T08:00:00Z,3.76,-4.47,35.63561301,62.48448699
2013-01-17T09:00:00Z,3.83,-3.007,110.2788801,94.17731987
2013-01-17T10:00:00Z,3.96,-1.592,182.0802103,104.7224897
2013-01-17T11:00:00Z,4.06,-0.621,219.1875921,107.9421079
2013-01-17T12:00:00Z,4.17,-0.132,211.6059505,107.3545495
2013-01-17T13:00:00Z,4.23,-0.049,166.6881354,100.1590646
2013-01-17T14:00:00Z,4.14,-0.433,93.74219547,83.28530453
2013-01-17T15:00:00Z,3.7,-1.712,22.77211556,44.35778444
2013-01-17T16:00:00Z,3.72,-3.392,0.575189266,2.639810734
2013-01-17T17:00:00Z,3.86,-4.022,0,0
2013-01-17T18:00:00Z,3.96,-4.359,0,0
2013-01-17T19:00:00Z,3.99,-4.659,0,0
2013-01-17T20:00:00Z,3.96,-4.921,0,0
2013-01-17T21:00:00Z,3.95,-5.162,0,0
2013-01-17T22:00:00Z,4.02,-5.374,0,0
2013-01-17T23:00:00Z,4.07,-5.537,0,0
2013-01-18T00:00:00Z,4.08,-5.654,0,0
2013-01-18T01:00:00Z,4.04,-5.687,0,0
2013-01-18T02:00:00Z,4.01,-5.624,0,0
2013-01-18T03:00:00Z,4.06,-5.43,0,0
2013-01-18T04:00:00Z,4.18,-5.195,0,0
2013-01-18T05:00:00Z,4.27,-4.988,0,0
2013-01-18T06:00:00Z,4.31,-4.767,0.001250067,0.015249933
2013-01-18T07:00:00Z,4.29,-4.444,0.540308713,9.298791287
2013-01-18T08:00:00Z,4.4,-3.575,4.010279628,53.96742037
2013-01-18T09:00:00Z,4.58,-2.515,14.09348651,112.1502135
2013-01-18T10:00:00Z,4.76,-1.564,24.14981403,152.419886
2013-01-18T11:00:00Z,4.81,-0.797,23.77851923,165.0818808
2013-01-18T12:00:00Z,4.88,-0.332,17.06547322,152.5647268
2013-01-18T13:00:00Z,4.85,-0.141,9.665849165,120.1244508
2013-01-18T14:00:00Z,4.75,-0.25,3.451182696,70.6839173
2013-01-18T15:00:00Z,4.32,-0.666,0.652020363,23.68167964
2013-01-18T16:00:00Z,3.99,-1.102,0.013538364,0.867561636
2013-01-18T17:00:00Z,4.01,-1.177,0,0
2013-01-18T18:00:00Z,4.07,-1.136,0,0
2013-01-18T19:00:00Z,4.11,-1.098,0,0
2013-01-18T20:00:00Z,4.09,-1.066,0,0
2013-01-18T21:00:00Z,4.05,-1.05,0,0
2013-01-18T22:00:00Z,4.05,-1.032,0,0
2013-01-18T23:00:00Z,4.05,-1.031,0,0
2013-01-19T00:00:00Z,3.99,-1.025,0,0
2013-01-19T01:00:00Z,3.96,-1.034,0,0
2013-01-19T02:00:00Z,4.01,-1.152,0,0
2013-01-19T03:00:00Z,4.11,-1.246,0,0
2013-01-19T04:00:00Z,4.16,-1.236,0,0
2013-01-19T05:00:00Z,4.28,-1.239,0,0
2013-01-19T06:00:00Z,4.48,-1.259,4.08E-05,0.003359216
2013-01-19T07:00:00Z,4.68,-1.221,0.168288545,6.532211455
2013-01-19T08:00:00Z,5.09,-0.575,3.017505437,52.13989456
2013-01-19T09:00:00Z,5.43,0.344,9.406980109,104.7677199
2013-01-19T10:00:00Z,5.57,1.17,19.12540539,149.2842946
2013-01-19T11:00:00Z,5.6,1.826,25.76382033,171.2465797
2013-01-19T12:00:00Z,5.75,2.202,21.85966113,164.0233389
2013-01-19T13:00:00Z,5.94,2.28,11.86100787,129.1716921
2013-01-19T14:00:00Z,6.02,2.052,3.808309889,74.82089011
2013-01-19T15:00:00Z,5.8,1.606,0.665141528,24.71475847
2013-01-19T16:00:00Z,5.81,1.122,0.016178689,1.031221311
2013-01-19T17:00:00Z,5.99,0.909,0,0
