utc_timestamp,cet_cest_timestamp,FR_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_transparency,FR_load_actual_tso,FR_load_forecast_entsoe_transparency,FR_load_forecast_tso,FR_solar_generation_actual,FR_wind_onshore_generation_actual
2013-01-01T00:00:00Z,2013-01-01T01:00:00+0100,57243,,57816,,57650,0,4006
2013-01-01T01:00:00Z,2013-01-01T02:00:00+0100,54377,,56952,,57000,0,3864
2013-01-01T02:00:00Z,2013-01-01T03:00:00+0100,50796,,53508,,54050,0,3625
2013-01-01T03:00:00Z,2013-01-01T04:00:00+0100,49041,,50328,,51250,0,3564
2013-01-01T04:00:00Z,2013-01-01T05:00:00+0100,48634,,49030,,49750,0,3452
2013-01-01T05:00:00Z,2013-01-01T06:00:00+0100,48739,,48778,,49150,0,3363
2013-01-01T06:00:00Z,2013-01-01T07:00:00+0100,48782,,48724,,49000,0,3340
2013-01-01T07:00:00Z,2013-01-01T08:00:00+0100,48313,,48586,,49100,0,3266
2013-01-01T08:00:00Z,2013-01-01T09:00:00+0100,50170,,48636,,49200,24,3003
2013-01-01T09:00:00Z,2013-01-01T10:00:00+0100,52016,,50552,,51350,186,2779
2013-01-01T10:00:00Z,2013-01-01T11:00:00+0100,54068,,52574,,53700,396,2496
2013-01-01T11:00:00Z,2013-01-01T12:00:00+0100,56973,,54836,,55900,546,2384
2013-01-01T12:00:00Z,2013-01-01T13:00:00+0100,54211,,56282,,57150,602,2320
2013-01-01T13:00:00Z,2013-01-01T14:00:00+0100,52314,,53972,,54500,550,2146
2013-01-01T14:00:00Z,2013-01-01T15:00:00+0100,51556,,52062,,52350,389,1751
2013-01-01T15:00:00Z,2013-01-01T16:00:00+0100,52701,,51674,,51900,186,1515
2013-01-01T16:00:00Z,2013-01-01T17:00:00+0100,58622,,54096,,54450,16,1340
2013-01-01T17:00:00Z,2013-01-01T18:00:00+0100,61059,,59234,,59200,0,1502
2013-01-01T18:00:00Z,2013-01-01T19:00:00+0100,61611,,61414,,61350,0,1707
2013-01-01T19:00:00Z,2013-01-01T20:00:00+0100,59978,,61232,,61150,0,1872
2013-01-01T20:00:00Z,2013-01-01T21:00:00+0100,57722,,59364,,59650,0,1828
2013-01-01T21:00:00Z,2013-01-01T22:00:00+0100,61450,,58169,,58550,0,1878
2013-01-01T22:00:00Z,2013-01-01T23:00:00+0100,60074,,60870,,60600,0,1856
2013-01-01T23:00:00Z,2013-01-02T00:00:00+0100,55986,,59298,,58200,0,1762
2013-01-02T00:00:00Z,2013-01-02T01:00:00+0100,55737,,56016,,55500,0,1686
2013-01-02T01:00:00Z,2013-01-02T02:00:00+0100,53627,,55624,,55400,0,1759
2013-01-02T02:00:00Z,2013-01-02T03:00:00+0100,51941,,53148,,52650,0,1714
2013-01-02T03:00:00Z,2013-01-02T04:00:00+0100,52467,,51970,,51050,0,1551
2013-01-02T04:00:00Z,2013-01-02T05:00:00+0100,55818,,53342,,52900,0,1453
2013-01-02T05:00:00Z,2013-01-02T06:00:00+0100,60787,,57147,,56550,0,1400
2013-01-02T06:00:00Z,2013-01-02T07:00:00+0100,65500,,62042,,61150,0,1298
2013-01-02T07:00:00Z,2013-01-02T08:00:00+0100,67683,,66174,,65850,0,1288
2013-01-02T08:00:00Z,2013-01-02T09:00:00+0100,69361,,68143,,68750,116,1163
2013-01-02T09:00:00Z,2013-01-02T10:00:00+0100,69824,,69562,,70550,500,1033
2013-01-02T10:00:00Z,2013-01-02T11:00:00+0100,70727,,70020,,71300,907,964
2013-01-02T11:00:00Z,2013-01-02T12:00:00+0100,71066,,70762,,72350,1188,935
2013-01-02T12:00:00Z,2013-01-02T13:00:00+0100,68982,,70336,,72200,1303,985
2013-01-02T13:00:00Z,2013-01-02T14:00:00+0100,66747,,68691,,70750,1153,1012
2013-01-02T14:00:00Z,2013-01-02T15:00:00+0100,65315,,66304,,68750,816,1054
2013-01-02T15:00:00Z,2013-01-02T16:00:00+0100,66221,,65334,,67800,369,1108
2013-01-02T16:00:00Z,2013-01-02T17:00:00+0100,71924,,67480,,69650,40,1238
2013-01-02T17:00:00Z,2013-01-02T18:00:00+0100,74505,,72512,,73400,0,1418
2013-01-02T18:00:00Z,2013-01-02T19:00:00+0100,72251,,74170,,74000,0,1642
2013-01-02T19:00:00Z,2013-01-02T20:00:00+0100,68012,,71143,,71250,0,1758
2013-01-02T20:00:00Z,2013-01-02T21:00:00+0100,64479,,67080,,67850,0,1928
2013-01-02T21:00:00Z,2013-01-02T22:00:00+0100,67437,,64798,,66350,0,2012
2013-01-02T22:00:00Z,2013-01-02T23:00:00+0100,66175,,66949,,67350,0,2016
2013-01-02T23:00:00Z,2013-01-03T00:00:00+0100,61351,,65107,,65200,0,2036
2013-01-03T00:00:00Z,2013-01-03T01:00:00+0100,60507,,61242,,62400,0,2122
2013-01-03T01:00:00Z,2013-01-03T02:00:00+0100,58200,,60325,,61650,0,1990
2013-01-03T02:00:00Z,2013-01-03T03:00:00+0100,55804,,57592,,58650,0,1984
2013-01-03T03:00:00Z,2013-01-03T04:00:00+0100,55932,,55760,,56650,0,2021
2013-01-03T04:00:00Z,2013-01-03T05:00:00+0100,59021,,56752,,57700,0,1978
2013-01-03T05:00:00Z,2013-01-03T06:00:00+0100,64131,,60482,,61150,0,1924
2013-01-03T06:00:00Z,2013-01-03T07:00:00+0100,68769,,65434,,65900,0,1962
2013-01-03T07:00:00Z,2013-01-03T08:00:00+0100,70261,,69312,,70450,0,1907
2013-01-03T08:00:00Z,2013-01-03T09:00:00+0100,71500,,70620,,72300,122,1704
2013-01-03T09:00:00Z,2013-01-03T10:00:00+0100,71874,,71720,,73900,432,1608
2013-01-03T10:00:00Z,2013-01-03T11:00:00+0100,72741,,72129,,74600,734,1526
2013-01-03T11:00:00Z,2013-01-03T12:00:00+0100,72580,,72625,,74750,932,1513
2013-01-03T12:00:00Z,2013-01-03T13:00:00+0100,70740,,72061,,74200,998,1412
2013-01-03T13:00:00Z,2013-01-03T14:00:00+0100,68766,,70552,,72150,906,1360
2013-01-03T14:00:00Z,2013-01-03T15:00:00+0100,67283,,68280,,69350,678,1226
2013-01-03T15:00:00Z,2013-01-03T16:00:00+0100,67834,,67230,,68500,302,1212
2013-01-03T16:00:00Z,2013-01-03T17:00:00+0100,72429,,68850,,70150,32,1328
2013-01-03T17:00:00Z,2013-01-03T18:00:00+0100,74649,,72904,,73650,0,1424
2013-01-03T18:00:00Z,2013-01-03T19:00:00+0100,71765,,74208,,73950,0,1418
2013-01-03T19:00:00Z,2013-01-03T20:00:00+0100,67414,,70610,,71150,0,1370
2013-01-03T20:00:00Z,2013-01-03T21:00:00+0100,63614,,66360,,67600,0,1296
2013-01-03T21:00:00Z,2013-01-03T22:00:00+0100,66335,,63832,,65600,0,1264
2013-01-03T22:00:00Z,2013-01-03T23:00:00+0100,64948,,65640,,66900,0,1247
2013-01-03T23:00:00Z,2013-01-04T00:00:00+0100,60197,,64042,,63550,0,1245
2013-01-04T00:00:00Z,2013-01-04T01:00:00+0100,59063,,60038,,59750,0,1214
2013-01-04T01:00:00Z,2013-01-04T02:00:00+0100,56809,,58930,,59050,0,1095
2013-01-04T02:00:00Z,2013-01-04T03:00:00+0100,54477,,56126,,56100,0,1048
2013-01-04T03:00:00Z,2013-01-04T04:00:00+0100,54507,,54352,,54250,0,1004
2013-01-04T04:00:00Z,2013-01-04T05:00:00+0100,57502,,55287,,54950,0,1064
2013-01-04T05:00:00Z,2013-01-04T06:00:00+0100,62346,,58807,,58000,0,1123
2013-01-04T06:00:00Z,2013-01-04T07:00:00+0100,67186,,63594,,62900,0,1172
2013-01-04T07:00:00Z,2013-01-04T08:00:00+0100,68786,,67730,,67100,0,1190
2013-01-04T08:00:00Z,2013-01-04T09:00:00+0100,70305,,69166,,68850,58,1118
2013-01-04T09:00:00Z,2013-01-04T10:00:00+0100,70619,,70484,,70150,230,1036
2013-01-04T10:00:00Z,2013-01-04T11:00:00+0100,71690,,70918,,70450,480,974
2013-01-04T11:00:00Z,2013-01-04T12:00:00+0100,71861,,71583,,70200,658,976
2013-01-04T12:00:00Z,2013-01-04T13:00:00+0100,69655,,71154,,69900,724,975
2013-01-04T13:00:00Z,2013-01-04T14:00:00+0100,67740,,69510,,68050,648,940
2013-01-04T14:00:00Z,2013-01-04T15:00:00+0100,66020,,67230,,65300,461,918
2013-01-04T15:00:00Z,2013-01-04T16:00:00+0100,66272,,65944,,63450,202,911
2013-01-04T16:00:00Z,2013-01-04T17:00:00+0100,70701,,67319,,65150,18,882
2013-01-04T17:00:00Z,2013-01-04T18:00:00+0100,72463,,71210,,69750,0,948
2013-01-04T18:00:00Z,2013-01-04T19:00:00+0100,69630,,71971,,70600,0,940
2013-01-04T19:00:00Z,2013-01-04T20:00:00+0100,65633,,68608,,67800,0,960
2013-01-04T20:00:00Z,2013-01-04T21:00:00+0100,62355,,64708,,64150,0,955
2013-01-04T21:00:00Z,2013-01-04T22:00:00+0100,65202,,62522,,62700,0,984
2013-01-04T22:00:00Z,2013-01-04T23:00:00+0100,64139,,64717,,65050,0,953
2013-01-04T23:00:00Z,2013-01-05T00:00:00+0100,59131,,63081,,62600,0,984
2013-01-05T00:00:00Z,2013-01-05T01:00:00+0100,57827,,58871,,59400,0,1023
2013-01-05T01:00:00Z,2013-01-05T02:00:00+0100,55130,,57552,,58400,0,1036
2013-01-05T02:00:00Z,2013-01-05T03:00:00+0100,52411,,54420,,54800,0,1004
2013-01-05T03:00:00Z,2013-01-05T04:00:00+0100,51222,,52048,,52450,0,980
2013-01-05T04:00:00Z,2013-01-05T05:00:00+0100,52423,,51575,,51900,0,958
2013-01-05T05:00:00Z,2013-01-05T06:00:00+0100,54496,,53018,,53150,0,958
2013-01-05T06:00:00Z,2013-01-05T07:00:00+0100,57010,,55122,,55600,0,982
2013-01-05T07:00:00Z,2013-01-05T08:00:00+0100,58812,,57472,,57950,2,1010
2013-01-05T08:00:00Z,2013-01-05T09:00:00+0100,61356,,59564,,60050,79,1074
2013-01-05T09:00:00Z,2013-01-05T10:00:00+0100,62623,,61790,,61700,304,1002
2013-01-05T10:00:00Z,2013-01-05T11:00:00+0100,63938,,62856,,62400,544,942
2013-01-05T11:00:00Z,2013-01-05T12:00:00+0100,65840,,64432,,63850,666,898
2013-01-05T12:00:00Z,2013-01-05T13:00:00+0100,63075,,65089,,64350,712,888
2013-01-05T13:00:00Z,2013-01-05T14:00:00+0100,61212,,62878,,61600,662,856
2013-01-05T14:00:00Z,2013-01-05T15:00:00+0100,59741,,60786,,59300,469,833
2013-01-05T15:00:00Z,2013-01-05T16:00:00+0100,59991,,59697,,58100,212,776
2013-01-05T16:00:00Z,2013-01-05T17:00:00+0100,65100,,61202,,60550,25,753
2013-01-05T17:00:00Z,2013-01-05T18:00:00+0100,67368,,65634,,65050,0,756
2013-01-05T18:00:00Z,2013-01-05T19:00:00+0100,65541,,67122,,66700,0,798
2013-01-05T19:00:00Z,2013-01-05T20:00:00+0100,62312,,64722,,64700,0,894
2013-01-05T20:00:00Z,2013-01-05T21:00:00+0100,59610,,61542,,61950,0,948
2013-01-05T21:00:00Z,2013-01-05T22:00:00+0100,63572,,60026,,61050,0,932
2013-01-05T22:00:00Z,2013-01-05T23:00:00+0100,62807,,63147,,63600,0,914
2013-01-05T23:00:00Z,2013-01-06T00:00:00+0100,58185,,61926,,61450,0,886
2013-01-06T00:00:00Z,2013-01-06T01:00:00+0100,57169,,58092,,58250,0,850
2013-01-06T01:00:00Z,2013-01-06T02:00:00+0100,54487,,56878,,57050,0,824
2013-01-06T02:00:00Z,2013-01-06T03:00:00+0100,51736,,53710,,53050,0,792
2013-01-06T03:00:00Z,2013-01-06T04:00:00+0100,50431,,51359,,50150,0,803
2013-01-06T04:00:00Z,2013-01-06T05:00:00+0100,50770,,50638,,49250,0,767
2013-01-06T05:00:00Z,2013-01-06T06:00:00+0100,51947,,51174,,50450,0,757
2013-01-06T06:00:00Z,2013-01-06T07:00:00+0100,53432,,52288,,51900,0,738
2013-01-06T07:00:00Z,2013-01-06T08:00:00+0100,54913,,53684,,53400,0,736
2013-01-06T08:00:00Z,2013-01-06T09:00:00+0100,57816,,55620,,54950,98,700
2013-01-06T09:00:00Z,2013-01-06T10:00:00+0100,60033,,58433,,57000,332,664
2013-01-06T10:00:00Z,2013-01-06T11:00:00+0100,62177,,60541,,58750,570,608
2013-01-06T11:00:00Z,2013-01-06T12:00:00+0100,64380,,62874,,60950,706,584
2013-01-06T12:00:00Z,2013-01-06T13:00:00+0100,60712,,63408,,60950,742,566
2013-01-06T13:00:00Z,2013-01-06T14:00:00+0100,58140,,60294,,57400,662,582
2013-01-06T14:00:00Z,2013-01-06T15:00:00+0100,56793,,57754,,54900,472,538
2013-01-06T15:00:00Z,2013-01-06T16:00:00+0100,57468,,56800,,53950,203,516
2013-01-06T16:00:00Z,2013-01-06T17:00:00+0100,62650,,58620,,56650,22,513
2013-01-06T17:00:00Z,2013-01-06T18:00:00+0100,66238,,63624,,62600,0,538
2013-01-06T18:00:00Z,2013-01-06T19:00:00+0100,65876,,66380,,65750,0,540
2013-01-06T19:00:00Z,2013-01-06T20:00:00+0100,63245,,65195,,64750,0,500
2013-01-06T20:00:00Z,2013-01-06T21:00:00+0100,60381,,62382,,62350,0,518
2013-01-06T21:00:00Z,2013-01-06T22:00:00+0100,63306,,60496,,60900,0,528
2013-01-06T22:00:00Z,2013-01-06T23:00:00+0100,62303,,62840,,62750,0,520
2013-01-06T23:00:00Z,2013-01-07T00:00:00+0100,58158,,61534,,60700,0,528
2013-01-07T00:00:00Z,2013-01-07T01:00:00+0100,57651,,58110,,58400,0,549
2013-01-07T01:00:00Z,2013-01-07T02:00:00+0100,55612,,57588,,58100,0,546
2013-01-07T02:00:00Z,2013-01-07T03:00:00+0100,53463,,55012,,55300,0,572
2013-01-07T03:00:00Z,2013-01-07T04:00:00+0100,54014,,53477,,53600,0,624
2013-01-07T04:00:00Z,2013-01-07T05:00:00+0100,58324,,55131,,55450,0,657
2013-01-07T05:00:00Z,2013-01-07T06:00:00+0100,66328,,60357,,61050,0,669
2013-01-07T06:00:00Z,2013-01-07T07:00:00+0100,72114,,68192,,68800,0,640
2013-01-07T07:00:00Z,2013-01-07T08:00:00+0100,72529,,72416,,73600,1,664
2013-01-07T08:00:00Z,2013-01-07T09:00:00+0100,73115,,72725,,73800,98,652
2013-01-07T09:00:00Z,2013-01-07T10:00:00+0100,73443,,73172,,74350,343,616
2013-01-07T10:00:00Z,2013-01-07T11:00:00+0100,74402,,73644,,74700,594,574
2013-01-07T11:00:00Z,2013-01-07T12:00:00+0100,74373,,74178,,74850,769,487
2013-01-07T12:00:00Z,2013-01-07T13:00:00+0100,73263,,74027,,74100,800,452
2013-01-07T13:00:00Z,2013-01-07T14:00:00+0100,71368,,73114,,72350,714,392
2013-01-07T14:00:00Z,2013-01-07T15:00:00+0100,70094,,70928,,69750,500,332
2013-01-07T15:00:00Z,2013-01-07T16:00:00+0100,70891,,70061,,68550,217,323
2013-01-07T16:00:00Z,2013-01-07T17:00:00+0100,75767,,71929,,71000,24,306
2013-01-07T17:00:00Z,2013-01-07T18:00:00+0100,78805,,76456,,76300,0,314
2013-01-07T18:00:00Z,2013-01-07T19:00:00+0100,75352,,78172,,78200,0,304
2013-01-07T19:00:00Z,2013-01-07T20:00:00+0100,70568,,74128,,74550,0,304
2013-01-07T20:00:00Z,2013-01-07T21:00:00+0100,66599,,69415,,70050,0,280
2013-01-07T21:00:00Z,2013-01-07T22:00:00+0100,68978,,66629,,67300,0,287
2013-01-07T22:00:00Z,2013-01-07T23:00:00+0100,67639,,68400,,68850,0,300
2013-01-07T23:00:00Z,2013-01-08T00:00:00+0100,62951,,66760,,66550,0,312
2013-01-08T00:00:00Z,2013-01-08T01:00:00+0100,62290,,62896,,63300,0,312
2013-01-08T01:00:00Z,2013-01-08T02:00:00+0100,60127,,62182,,62500,0,305
2013-01-08T02:00:00Z,2013-01-08T03:00:00+0100,58217,,59644,,59250,0,302
2013-01-08T03:00:00Z,2013-01-08T04:00:00+0100,58678,,58273,,57350,0,327
2013-01-08T04:00:00Z,2013-01-08T05:00:00+0100,62689,,59686,,59050,0,344
2013-01-08T05:00:00Z,2013-01-08T06:00:00+0100,70859,,64708,,64050,0,365
2013-01-08T06:00:00Z,2013-01-08T07:00:00+0100,76229,,72630,,72200,0,378
2013-01-08T07:00:00Z,2013-01-08T08:00:00+0100,76442,,76450,,76800,1,395
2013-01-08T08:00:00Z,2013-01-08T09:00:00+0100,76675,,76548,,76300,78,400
2013-01-08T09:00:00Z,2013-01-08T10:00:00+0100,76972,,76822,,76050,288,405
2013-01-08T10:00:00Z,2013-01-08T11:00:00+0100,78042,,77300,,76200,504,387
2013-01-08T11:00:00Z,2013-01-08T12:00:00+0100,77798,,77701,,75800,652,411
2013-01-08T12:00:00Z,2013-01-08T13:00:00+0100,76227,,77274,,75150,712,431
2013-01-08T13:00:00Z,2013-01-08T14:00:00+0100,74304,,76148,,73550,654,440
2013-01-08T14:00:00Z,2013-01-08T15:00:00+0100,73368,,73912,,71450,474,454
2013-01-08T15:00:00Z,2013-01-08T16:00:00+0100,73818,,73246,,70800,214,464
2013-01-08T16:00:00Z,2013-01-08T17:00:00+0100,78647,,74892,,73100,22,472
2013-01-08T17:00:00Z,2013-01-08T18:00:00+0100,81373,,79344,,77900,0,500
2013-01-08T18:00:00Z,2013-01-08T19:00:00+0100,77921,,80736,,79700,0,548
2013-01-08T19:00:00Z,2013-01-08T20:00:00+0100,73255,,76667,,76250,0,548
2013-01-08T20:00:00Z,2013-01-08T21:00:00+0100,69043,,72136,,71700,0,554
2013-01-08T21:00:00Z,2013-01-08T22:00:00+0100,71386,,69113,,69150,0,542
2013-01-08T22:00:00Z,2013-01-08T23:00:00+0100,69615,,70882,,70500,0,534
2013-01-08T23:00:00Z,2013-01-09T00:00:00+0100,65319,,68763,,68150,0,548
2013-01-09T00:00:00Z,2013-01-09T01:00:00+0100,64514,,65138,,65150,0,524
2013-01-09T01:00:00Z,2013-01-09T02:00:00+0100,62104,,64348,,64450,0,522
2013-01-09T02:00:00Z,2013-01-09T03:00:00+0100,60271,,61624,,61100,0,514
2013-01-09T03:00:00Z,2013-01-09T04:00:00+0100,60529,,60230,,59100,0,560
2013-01-09T04:00:00Z,2013-01-09T05:00:00+0100,64361,,61578,,60550,0,600
2013-01-09T05:00:00Z,2013-01-09T06:00:00+0100,71731,,66298,,64650,0,624
2013-01-09T06:00:00Z,2013-01-09T07:00:00+0100,77106,,73316,,71400,0,594
2013-01-09T07:00:00Z,2013-01-09T08:00:00+0100,78431,,77633,,75950,0,572
2013-01-09T08:00:00Z,2013-01-09T09:00:00+0100,78606,,78519,,76550,84,552
2013-01-09T09:00:00Z,2013-01-09T10:00:00+0100,78662,,78646,,76800,302,532
2013-01-09T10:00:00Z,2013-01-09T11:00:00+0100,79807,,78896,,77150,516,484
2013-01-09T11:00:00Z,2013-01-09T12:00:00+0100,79312,,79383,,77100,658,424
2013-01-09T12:00:00Z,2013-01-09T13:00:00+0100,77991,,78774,,77000,692,391
2013-01-09T13:00:00Z,2013-01-09T14:00:00+0100,76136,,77899,,76000,580,348
2013-01-09T14:00:00Z,2013-01-09T15:00:00+0100,74870,,75706,,73800,399,307
2013-01-09T15:00:00Z,2013-01-09T16:00:00+0100,75422,,74916,,72650,175,280
2013-01-09T16:00:00Z,2013-01-09T17:00:00+0100,79562,,76224,,74000,20,270
2013-01-09T17:00:00Z,2013-01-09T18:00:00+0100,82006,,80030,,78350,0,295
2013-01-09T18:00:00Z,2013-01-09T19:00:00+0100,78704,,81421,,79850,0,366
2013-01-09T19:00:00Z,2013-01-09T20:00:00+0100,74061,,77445,,76200,0,406
2013-01-09T20:00:00Z,2013-01-09T21:00:00+0100,69667,,72796,,71650,0,454
2013-01-09T21:00:00Z,2013-01-09T22:00:00+0100,71925,,69728,,68700,0,480
2013-01-09T22:00:00Z,2013-01-09T23:00:00+0100,70362,,71388,,70150,0,480
2013-01-09T23:00:00Z,2013-01-10T00:00:00+0100,65929,,69502,,67850,0,504
2013-01-10T00:00:00Z,2013-01-10T01:00:00+0100,64885,,65682,,65200,0,560
2013-01-10T01:00:00Z,2013-01-10T02:00:00+0100,62724,,64697,,65000,0,587
2013-01-10T02:00:00Z,2013-01-10T03:00:00+0100,60319,,62077,,62100,0,602
2013-01-10T03:00:00Z,2013-01-10T04:00:00+0100,60320,,60248,,60300,0,662
2013-01-10T04:00:00Z,2013-01-10T05:00:00+0100,64146,,61306,,61500,0,720
2013-01-10T05:00:00Z,2013-01-10T06:00:00+0100,71734,,66016,,66100,0,774
2013-01-10T06:00:00Z,2013-01-10T07:00:00+0100,77239,,73534,,73550,0,834
2013-01-10T07:00:00Z,2013-01-10T08:00:00+0100,77096,,77370,,77500,0,921
2013-01-10T08:00:00Z,2013-01-10T09:00:00+0100,77082,,77128,,76800,78,954
2013-01-10T09:00:00Z,2013-01-10T10:00:00+0100,77043,,77070,,76500,280,1002
2013-01-10T10:00:00Z,2013-01-10T11:00:00+0100,77677,,77224,,76400,490,1063
2013-01-10T11:00:00Z,2013-01-10T12:00:00+0100,77048,,77237,,76700,642,1119
2013-01-10T12:00:00Z,2013-01-10T13:00:00+0100,75371,,76531,,76250,699,1127
2013-01-10T13:00:00Z,2013-01-10T14:00:00+0100,73654,,75322,,75050,586,1249
2013-01-10T14:00:00Z,2013-01-10T15:00:00+0100,72271,,73240,,73050,424,1325
2013-01-10T15:00:00Z,2013-01-10T16:00:00+0100,72559,,72157,,72700,200,1372
2013-01-10T16:00:00Z,2013-01-10T17:00:00+0100,76750,,73292,,74000,26,1528
2013-01-10T17:00:00Z,2013-01-10T18:00:00+0100,79662,,77342,,78450,0,1762
2013-01-10T18:00:00Z,2013-01-10T19:00:00+0100,76358,,79112,,79450,0,1758
2013-01-10T19:00:00Z,2013-01-10T20:00:00+0100,71710,,75112,,75550,0,1837
2013-01-10T20:00:00Z,2013-01-10T21:00:00+0100,67579,,70470,,70750,0,1936
2013-01-10T21:00:00Z,2013-01-10T22:00:00+0100,70025,,67676,,67650,0,2055
2013-01-10T22:00:00Z,2013-01-10T23:00:00+0100,68516,,69498,,69000,0,2102
2013-01-10T23:00:00Z,2013-01-11T00:00:00+0100,63937,,67660,,65450,0,2116
2013-01-11T00:00:00Z,2013-01-11T01:00:00+0100,63252,,63817,,62400,0,2153
2013-01-11T01:00:00Z,2013-01-11T02:00:00+0100,60933,,63114,,61800,0,2248
2013-01-11T02:00:00Z,2013-01-11T03:00:00+0100,58992,,60421,,58950,0,2274
2013-01-11T03:00:00Z,2013-01-11T04:00:00+0100,59259,,58983,,57300,0,2334
2013-01-11T04:00:00Z,2013-01-11T05:00:00+0100,63330,,60303,,58800,0,2294
2013-01-11T05:00:00Z,2013-01-11T06:00:00+0100,70957,,65339,,63900,0,2231
2013-01-11T06:00:00Z,2013-01-11T07:00:00+0100,76986,,72885,,71700,0,2112
2013-01-11T07:00:00Z,2013-01-11T08:00:00+0100,76772,,77047,,75200,0,1939
2013-01-11T08:00:00Z,2013-01-11T09:00:00+0100,76434,,76737,,75050,134,1700
2013-01-11T09:00:00Z,2013-01-11T10:00:00+0100,75503,,76248,,75350,552,1442
2013-01-11T10:00:00Z,2013-01-11T11:00:00+0100,75204,,75545,,75600,1003,1234
2013-01-11T11:00:00Z,2013-01-11T12:00:00+0100,74438,,74837,,75450,1294,1092
2013-01-11T12:00:00Z,2013-01-11T13:00:00+0100,72359,,73808,,74800,1355,1059
2013-01-11T13:00:00Z,2013-01-11T14:00:00+0100,70074,,72060,,73150,1172,1048
2013-01-11T14:00:00Z,2013-01-11T15:00:00+0100,68673,,69666,,70700,902,962
2013-01-11T15:00:00Z,2013-01-11T16:00:00+0100,68745,,68563,,69450,458,862
2013-01-11T16:00:00Z,2013-01-11T17:00:00+0100,74496,,69833,,71250,71,755
2013-01-11T17:00:00Z,2013-01-11T18:00:00+0100,77279,,75307,,76200,0,849
2013-01-11T18:00:00Z,2013-01-11T19:00:00+0100,74526,,76793,,77250,0,874
2013-01-11T19:00:00Z,2013-01-11T20:00:00+0100,70727,,73597,,73650,0,910
2013-01-11T20:00:00Z,2013-01-11T21:00:00+0100,67633,,69890,,69850,0,970
2013-01-11T21:00:00Z,2013-01-11T22:00:00+0100,71012,,68018,,67900,0,992
2013-01-11T22:00:00Z,2013-01-11T23:00:00+0100,69861,,70554,,69950,0,1068
2013-01-11T23:00:00Z,2013-01-12T00:00:00+0100,64866,,68792,,67750,0,1122
2013-01-12T00:00:00Z,2013-01-12T01:00:00+0100,63923,,64708,,65000,0,1148
2013-01-12T01:00:00Z,2013-01-12T02:00:00+0100,61370,,63574,,64250,0,1130
2013-01-12T02:00:00Z,2013-01-12T03:00:00+0100,58685,,60662,,60950,0,1102
2013-01-12T03:00:00Z,2013-01-12T04:00:00+0100,58130,,58484,,58350,0,1138
2013-01-12T04:00:00Z,2013-01-12T05:00:00+0100,59505,,58572,,58250,0,1078
2013-01-12T05:00:00Z,2013-01-12T06:00:00+0100,61826,,60148,,59850,0,1155
2013-01-12T06:00:00Z,2013-01-12T07:00:00+0100,64593,,62585,,62800,0,1187
2013-01-12T07:00:00Z,2013-01-12T08:00:00+0100,67021,,65180,,66150,2,1208
2013-01-12T08:00:00Z,2013-01-12T09:00:00+0100,69491,,67620,,68650,134,1280
2013-01-12T09:00:00Z,2013-01-12T10:00:00+0100,69306,,69542,,69750,420,1368
2013-01-12T10:00:00Z,2013-01-12T11:00:00+0100,69827,,69416,,69500,740,1276
2013-01-12T11:00:00Z,2013-01-12T12:00:00+0100,70933,,70089,,70300,858,1142
2013-01-12T12:00:00Z,2013-01-12T13:00:00+0100,67696,,70065,,70450,846,966
2013-01-12T13:00:00Z,2013-01-12T14:00:00+0100,65414,,67344,,67600,724,831
2013-01-12T14:00:00Z,2013-01-12T15:00:00+0100,63876,,64996,,64850,507,797
2013-01-12T15:00:00Z,2013-01-12T16:00:00+0100,64083,,63762,,63700,256,851
2013-01-12T16:00:00Z,2013-01-12T17:00:00+0100,69157,,64957,,65200,38,939
2013-01-12T17:00:00Z,2013-01-12T18:00:00+0100,72087,,69900,,70750,0,1072
2013-01-12T18:00:00Z,2013-01-12T19:00:00+0100,70404,,71830,,72350,0,1026
2013-01-12T19:00:00Z,2013-01-12T20:00:00+0100,67270,,69617,,69750,0,910
2013-01-12T20:00:00Z,2013-01-12T21:00:00+0100,64849,,66556,,66800,0,826
2013-01-12T21:00:00Z,2013-01-12T22:00:00+0100,68417,,65308,,65850,0,724
2013-01-12T22:00:00Z,2013-01-12T23:00:00+0100,67926,,68174,,68550,0,645
2013-01-12T23:00:00Z,2013-01-13T00:00:00+0100,63820,,67163,,66400,0,546
2013-01-13T00:00:00Z,2013-01-13T01:00:00+0100,62838,,63704,,63550,0,480
2013-01-13T01:00:00Z,2013-01-13T02:00:00+0100,60056,,62555,,62750,0,418
2013-01-13T02:00:00Z,2013-01-13T03:00:00+0100,57243,,59322,,59650,0,402
2013-01-13T03:00:00Z,2013-01-13T04:00:00+0100,55960,,56900,,56750,0,380
2013-01-13T04:00:00Z,2013-01-13T05:00:00+0100,56523,,56191,,56500,0,399
2013-01-13T05:00:00Z,2013-01-13T06:00:00+0100,57480,,56818,,57400,0,424
2013-01-13T06:00:00Z,2013-01-13T07:00:00+0100,59150,,57867,,58750,0,490
2013-01-13T07:00:00Z,2013-01-13T08:00:00+0100,60949,,59605,,60500,0,576
2013-01-13T08:00:00Z,2013-01-13T09:00:00+0100,64572,,61952,,62600,37,610
2013-01-13T09:00:00Z,2013-01-13T10:00:00+0100,67017,,65314,,65350,184,671
